,특성추출(가중치순 상위 50개),특성추출_번역,label,score
27,"농협,본부장,농협은행,은행장,농협중앙회,농협은행장,농협금융지주,임추위,200회,영업점,권준학,단시일,지배구조,개인고객부장,고객부장,경희대,최소화,소비자,내정자,연합회장,김광수","Nonghyup, Head of Nonghyup, Nonghyup Bank, Bank, Nonghyup Federation, Nonghyup Bank, Nonghyup Financial Group, Lim Chui, 200 times, branch, Kwon Joon -hak, Short Day, Governance, Personal Customer Director Federation Chairman, Kwang -Soo Kim",Governance,0.5295398235321045
28,"본부장,임추위,권준학,농협금융,농협,후보자,농협은행,계열사,농협중앙회,협중앙회,개인고객부장,로보어드바이저,김인태,고도화,부사장,빅데이터","Director, Lim Chu -wi, Kwon Joon -hak, Nonghyup Finance, Nonghyup, Candidate, Nonghyup Bank, affiliates, Nonghyup National Association, Central Federation, Personal Customer Director, RoboAdvisor, Kim In -tae, Advanced, Vice President, Big Data",Social,0.4965449273586273
29,"녹색금융,뉴딜,선임부행장,부문장,산은,집행부행장,한국판,산업은행,혁신기업,박선경,9개,업무량,기획부,신산업,신재생,그동안,지원업무,김복규,최대현","Green Finance, New Deal, Senior Vice -President, Division, San, Vice President of Executive Vice -President, Korean Version, Industrial Bank, Innovation Company, Park Sun -kyung, 9 Pieces, Business Model, Planning, New Industry, Renewable, In the meantime,",Social,0.9474732875823975
30,"코로나,경쟁력,성윤모,미래차,제조업,신년사,태양광,실물경제,전기차,반도체,공급망,미국,차세대,플래그십","Corona, competitiveness, Sung Yoon -mo, Future Tea, Manufacturing, New Year's History, Solar, Real Economy, Electric Vehicle, Semiconductor",Environmental,0.6682512760162354
31,"녹색금융,뉴딜,내년도,한국판,산업은행,그간,산은,기획부,지원업무,김복규,이사회,KDB,이차전지,프로젝트파이낸싱,중소중견금융부문,폐기물,지배구조,ESG,심사부","Green Finance, New Deal, next year, Korean version, Industrial Bank, In the meantime, Planning Department, Support Tasks, Kim Bok -gyu, Board of Directors, KDB, Secondary Battery, Project Financialing",Social,0.9780489206314087
32,"농협,농협은행,본부장,임추위,농협중앙회,은행장,농협금융지주,농협은행장,200회,농협금융,권준학,영업점,후보자,지배구조,개인고객부장,사업시너지,단시일,고객부장","Nonghyup, Nonghyup Bank, Head of Headquarters, Lim Chui, Nonghyup Federation, Bank President, Nonghyup Financial Group, Nonghyup Bank, 200 times, Nonghyup Finance, Kwon Joon -hak, branch, candidate, governance structure, private customer, business synergy, short -term, customer",Social,0.4592379331588745
33,"본부장,농협,농협중앙회,권준학,농협은행장,농협은행,관계자,임추위,내정자,농협금융지주,지배구조,개인고객부장,고객부장,은행장,경희대,경기영업본부장,평택고,추진력,적임자,소비자,경기도,마케팅부서,위원회","Head of Headquarters, Nonghyup, National Federation, Kwon Joon -hak, Nonghyup Bank, Nonghyup Bank, officials, Lim Chu -wi, Lim, Nonghyup Financial Group, Governor, Personal Customer Director, Customer Director, Bank Director, Kyung Hee University, Gyeonggi Sales Division, Pyeongtaek High School The right person, consumer, Gyeonggi -do, marketing department, committee",Social,0.8667426705360413
34,"임추위,농협은행,농협금융,농협,후보자,본부장,농협은행장,권준학,계열사,농협금융지주,200회,개인고객부장,농협중앙회,NH,로보어드바이저,김인태,고도화,영업점","Lim Chu -wi, Nonghyup Bank, Nonghyup Finance, Nonghyup, Candidate, Director, Nonghyup Bank, Kwon Joon -hak, affiliates, Nonghyup Financial Group, 200 times, Personal Customer Director, Nonghyup Central, NH, RoboAdvisor, Kim In -tae, Advanced",Social,0.48197925090789795
35,"농협,농협은행,농협중앙회,임추위,본부장,권준학,로보어드바이저,화두인,로보,NH,농협금융지주,회장직무대행,후보자,심층면접,김인태,단시일,사업시너지,임원후보추천위원회,고객부장,경희대","Nonghyup, Nonghyup Bank, Nonghyup Central, Lim Chu -wi, Head of Headquarters, Kwon Joon -hak, RoboAdvisor, topic, Robo, NH, Nonghyup Financial Group, Chairman's direct stage, candidate, in -depth interview , Customer Director, Kyung Hee University",Social,0.8533180356025696
36,"농협은행,본부장,권준학,농협금융지주,임추위,농협,농협중앙회,농협은행장,NH,후보자,심층면접,개인고객부장,단시일,사업시너지,경희대,고객부장,추진력,최소화,소비자","Nonghyup Bank, Head of Headquarters, Kwon Jun -hak, Nonghyup Financial Group, Lim Chu -wi, Nonghyup, Nonghyup Central, Nonghyup Bank, NH, Candidate, In -depth Interview, Individual Customer Director, Short Day, Business Synergy",Social,0.568605363368988
37,"임추위,농협은행장,농협중앙회,농협금융지주,농협은행,빅데이터,본부장,로보어드바이저,경영진,권준학,이성희,농협,계열사,NH,영업점,두루,소비자,경기영업본부장,속전속결","Lim Chu -wi, Nonghyup Bank, Nonghyup National Federation, Nonghyup Financial Group, Nonghyup Bank, Big Data, Head of Big Data, Head, RoboAdvisor, Management, Kwon Joon -hak, Lee Sung -hee, Nonghyup, affiliates, NH",None,0.6278376579284668
38,"녹색금융,뉴딜,부문장,선임부행장,부행장,집행부행장,산은,한국판,최대현,4개,기업금융부문,기획부,박선경,지원업무,조직개편,김복규,KDB,프로젝트파이낸싱,이차전지,투융자","Green Finance, New Deal, Vice -President, Vice -President, Vice -President, Vice President, San Eun, Korean Version, Maxim, 4, Corporate Finance Division, Planning Division, Park Seon -kyung, Support Tasks, Organization Reform, Kim Bok -gyu, KDB, Project Financialing, Secondary Battery",Social,0.5152985453605652
39,"농협,농협은행장,농협은행,본부장,농협금융,임추위,농협중앙회,은행장,권준학,200회,로보어드바이저,김광수,영업점","Nonghyup, Nonghyup Bank, Nonghyup Bank, Head of Nonghyup Bank, Nonghyup Finance, Lim Chui, Nonghyup Federation, Bank President, Kwon Joon -hak, 200 times, RoboAdvisor",None,0.420240193605423
40,"생보산업,협회장,코로나19,빅테크,정희수,생보사,실손보험금,빅데이터,소비자,신년사,국제회계기준,수수료,회원사,코로나,저금리,보험금,생명보험,실손,고객신뢰","Life Industry, Chairman of the Association, Corona 19, Big Tech, Jung Hee -soo, Life Insurance, Lost Insurance, Big Data, Consumer, New Year History, International Accounting Standards",Social,0.7147005200386047
41,"코로나19,소비자,금융산업,금융인,친환경,우리나라,코로나,금융지원,소비자보호,세계화,불평등","Corona 19, Consumer, Financial Industry, Finance, Eco, Korea, Corona, Financial Support, Consumer Protection, Globalization",None,0.7456012964248657
42,"코로나19,부산은행,경남은행,BNK,지역경제,관계자,모바일뱅킹,부산,소상공인,수수료,거래기여,개인고객,지배구조,지역민,재확산,대출만기,인터넷뱅킹,사회공헌활동","Corona 19, Busan Bank, Kyongnam Bank, BNK, Local Economy, officials, Mobile Banking, Busan, Small Business, Commission, Transactions, Individual Customers",None,0.690026044845581
43,"비대면,코로나19,주택연금,전세금,실수요자,코로나,정책모기지,임직원,이정환,모기지,취약계층,신청시스템,상반기,정책금융","Non -face, Corona 19, housing pension, rent, real user, corona, policy mortgage, employees, Lee Jung -hwan, mortgage, vulnerable class, application system, first half, policy finance",Social,0.9623397588729858
44,"미국,중국,코로나19,증권가,주식시장,미중,신흥,유동성,삼성증권,팬데믹,부동산,금융환경","US, China, Corona 19, Securities, stock market, US -China, emerging, liquidity, Samsung Securities",None,0.9628157019615173
45,"소비자,신년사,헬스케어,생보사,정희수,실손,의료기관,생보산업,활성화,협회장,고령화,탄소중립,준법경영,ESG,회원사,지배구조,빅테이터,보험금","Consumers, New Year History, Healthcare, Life Insurance, Jeong Hee -soo, Loss, Medical Institution, Life Industry, Activation, Association President, Aging, Carbon Neutral, Compliance Management, ESG, Membership",Social,0.7675090432167053
46,"한화에너지,SK,한화건설,발전소,상무보,김동선,에너지솔루션,최태원,태양광,ESS,최씨,팀장,최인근,발전원,전략기획팀","Hanwha Energy, SK, Hanwha E & C, Power Plant, Commerce, Kim Dong -sun, Energy Solutions, Choi Tae -won, Solar, ESS, Choi, Team Leader, Choi In -geun, Power Source, Strategic Planning Team",Social,0.9397423267364502
47,"ESG,1조,투자자,산은,발행자,투자자안내문,발행량,3000억,관리체계,코로나19,워싱,안내문,외부검증,2조,국제자본시장협회,일자리,일자리창출기업,저신용등급,지속가능,계량수치,뉴딜,투자자신뢰도,산업은행,신뢰도,ESG워싱","ESG, Article 1, Investor, Mountain, publisher, Investor Guide, Investor Guide, Publication, 300 billion, Management System, Corona 19, Washing, Guide, External Verification, Article 2, International Capital Market Association Possible, weighing, new deal, investment confidence, KDB, reliability, ESG washing",Social,0.5696777701377869
48,"코로나19,BNK,지역경제,부산은행,모바일뱅킹,인터넷뱅킹,경남은행,관계자,개인고객,수수료,지역민들,지역민,코로나바이러스,지배구조,재확산,감염증,시행중,대출만기,사회공헌활동,소상공인","Corona 19, BNK, Local Economy, Busan Bank, Mobile Banking, Internet Banking, Kyongnam Bank, officials, individual customers, fees, local people, local people, corona viruses, governance structure Contribution activities, small business owners",Social,0.9779075980186462
49,"도서관,신한카드,아름,임직원,지역사회,코로나19,꿈드림,취약계층,위생용품,용인시,난치병,경기도,환아,전문가,ESG,그동안,LG,유플러스,서울시,대구시,자녀안심,의료진,어린이병원","Library, Shinhan Card, Beautiful, Employees, Community, Corona 19, Dream Dream, Vulnerable Class, Sanitary Works, Yongin City, Incidental Disease, Gyeonggi -do, Vanity, Expert, ESG, LG, Uplus, Seoul, Daegu Medical staff, children's hospital",Social,0.9761494994163513
50,"하나카드,장애인,코로나19,ESG,카드사,활성화,카드사들,2000억,빅데이터,가맹점,700억","Hana Card, Disabled, Corona 19, ESG, Card Company, Activation, Card Company, 200 billion, Big Data, Merchant, 70 billion won",None,0.949526846408844
51,"소비자,신년사,코로나19,정희수,협회장,정지원,활성화,보험금,안전망,저성장,생명보험,저금리,의료기관,상시화,디지털화","Consumer, New Year History, Corona 19, Jung Hee -soo, Association Chairman, Jung Ji -won, Activation, Insurance, Safety Net, Low Growth, Life Insurance, Low Interest, Medical Institutions",Social,0.9767343997955322
52,"산업은행,ESG,발행자,외부검증,1조,코로나19,관리체계,3000억,일자리,조달자금,안내문,투자자,일자리창출기업,저신용등급,지속가능,신뢰도,외부기관,사전검증,지배구조,관계자,금융지원,자금사용내역","KDB, ESG, publisher, external verification, 1 trillion, corona 19, management system Rescue, officials, financial support, and fund use history",Social,0.9323607087135315
53,"ESG,보험금,생보협회장,생보사,소비자,비대면화,정희수,국회서,빅테크,활성화,신년사,디지털화,전산화","ESG, Insurance, Life Insurance Association President, Life Insurance, Consumer, Non -Myeonhwa, Chung Hee -soo, National Assembly Book, Big Tech, Activation, New Year History",Social,0.8205207586288452
54,"정희수,생보산업,신년사,고객신뢰,소비자,생보사,경쟁역량,신축년,의료기관,실손,ESG,핀테크,활성화","Chung Hee -soo, Life Industry, New Year History, Customer Trust, Consumer, Life Insurance, Competitive Competency, New Year, Medical Institution",Social,0.9175190925598145
55,"이정환,신년사,비대면,주택연금,코로나바이러스,원리금,고령층,상반기,쪽방촌,牛步萬里,고시원,전세자금보증,노후보장,한국주택금융공사,고도화,활성화,다자녀,다자녀가구,감염증,지배구조","Lee Jung -hwan, New Year's History, Non -face, Housing Pension, Corona Virus, Principles, Senior Classes, 1 Half, Side Village,, Kosiwon, Chartered Gold Guarantee, Old Care, Korea Housing Finance Corporation, Advances, Activation Governance",Social,0.9763780832290649
56,"산업은행,투자자,ESG,1조,ESG채권,발행자,8000억,관리체계,신뢰도,투자자안내문,발행량,코로나19,2조,안내문,국내은행,외부검증,녹색채권,국제자본시장협회,일자리,서류검토,일자리창출기업","Industrial Bank, Investor, ESG, 1 Group, ESG bond, publisher, 800 billion, management system, reliability, investor guide, issuance, corona 19,2, guide, domestic bank, external verification, green bond Jobs, documents review, job creation companies",Social,0.9519649147987366
57,"코로나19,이정환,온라인,주택금융공사,신년사,코로나,신청시스템,해외조달,한국주택금융공사,피해극복,고도화,고령층,쪽방촌,牛步萬里,활성화,생애주기별","Corona 19, Lee Jung -hwan, Online, Housing Finance Corporation, New Year History, Corona, Application System, Overseas Procurement, Korea Housing Finance Corporation, Overcoming Damage",Social,0.4985774755477905
58,"협회장,생보산업,정희수,경제활동,소비자,코로나19,보험금,생명보험,신년사,의료기관,디지털화,핀테크,코로나,생보협회장,활성화,안전망,사회안전망","Chairman of the Association, Life Industry, Jung Hee Soo, Economic Activity, Consumer, Corona 19, Insurance, Life Insurance, New Year's History, Medical Institutions, Digitalization, Fintech",Social,0.9559927582740784
59,"중국,미국,전기차,테슬라,유럽,홍콩,뉴욕증시,프랑스,EU,투자자,온라인,투자자들,부동산,디지털세,급등락","China, the United States, electric cars, Tesla, Europe, Hong Kong, New York Stocks, France, EU, investors, online, investors, real estate, digital tax, rapid fall",None,0.5762072801589966
60,"도서관,신한카드,아름,치료비,아동・청소년,임직원,꿈드림,용인시,경기도,난치병,508번,복지관,종합복지관,어린이병원,미얀마,인도네시아,카자흐스탄,우수리,베트남,광교마을지역아동센터,군부대,임영진,수지구,전문가,교육기회,광교마을,각계각층,ESG,청소년수련관","Library, Shinhan Card, Beautiful, Treatment Expense, Children's Youth, Employees, Dream Dream, Yongin City, Gyeonggi -do, Incidental Disease, 508, Welfare Center, General Welfare Center, Children's Hospital, Myanmar, Indonesia, Kazakhstan, Uri, Vietnam Military units, Lim Young -jin, Suji -gu, expert, educational opportunity, Gwanggyo village, all walks of life, ESG, Youth Training Center",Social,0.9879640340805054
61,"신한카드,임직원,코로나19,도서관,아름,난치병,환아,지역사회,광교마을지역아동센터,취약계층,7번,위생용품,ESG,수지구,광교마을,경기도,508번,의료진,의료진들,밀키트,우수리,키트,손소독제,건강용품,독서환경,코로나바이러스,대한민국,신한금융","Shinhan Card, Employees, Corona 19, Library, Beautiful, Insenti Disease, Vanity, Community, Gwanggyo Village Regional Children's Center, Vulnerable Class, 7, Sanitary Products, ESG, Suji -gu, Gwanggyo Village, Gyeonggi -do, 508 , Milkit, Uri, Kit, Son -suk, healthy goods, reading environment, corona virus, Korea, Shinhan Finance",Social,0.965890109539032
62,"새만금,그린에너지,재생에너지,골든크로스,새만금개발청,기업들,화석연료,생태계,미래학자,기후변화,AGE,팬데믹,그린수소,인력양성,장애요인,모빌리티,전문가,현대차,도입방안","Saemangeum, Green Energy, Renewable Energy, Golden Cross, Saemangeum Development Office, Company, Fossil Fuel, Ecosystem, Future Scholar, Climate Change, AGE",Environmental,0.992122232913971
63,"본부장,센터장,지점장,팀장,연구부,부서장,충북,이지웅,대우,기획부,제주,상무보,PB,국립중앙박물관,강남,부사장,일산,교통안전,관리처장,KTB","Director, Center Director, Branch Manager, Team Leader, Research Department, Department Director, Chungbuk, Lee Ji -woong, Daewoo, Planning Department, Jeju, Commerce, PB, National Museum of Korea, Gangnam, Vice President, Ilsan, Traffic Safety, Management Director, KTB",Social,0.7874724864959717
64,"본부장,부서장,팀장,지점장,센터장,상무보,영업점장,대우,영업부,부사장,기획부,광주,일산,박정호,강남,김경식,관리부,이정우,포항,최교풍,윤현숙,AI,PB,사업부장,WM,김동원,여의도,부산","Director, Department Director, Team Director, Branch Manager, Center Director, Commerce, Sales Manager, Daewoo, Sales, Vice President, Planning, Gwangju, Ilsan, Park Jung -ho, Gangnam, Kim Kyung -sik, Management Department, Lee Jung -woo Director, WM, Kim Dong -won, Yeouido, Busan",None,0.690453827381134
65,"계열사,부사장,ESG,우리금융,하나은행,신한,경영관리,KB,부회장,경영진,지주회사,빅데이터,슬림화,변호사,양종희,2단,소비자리스크관리그룹,소비자,신한금융,금융그룹,이원덕,김앤장,코로나바이러스,이인영","Affiliates, Vice President, ESG, Woori Finance, Hana Bank, Shinhan, Management, KB, Vice Chairman, Holding Company, Big Data, Slimization, Lawyers, Yang Jong -hee, 2 Dan, Consumersk Management Group, Consumer, Shinhan Finance, Finance Group , Lee Won -deok, Kim & Chang, Corona Virus, Lee In -young",None,0.5127319097518921
66,"현대모비스,협력사,ESG,보고서,경쟁력,1300여,부품대리점,상생활동,대리점,전동화,200건,개발비,자금난,2300여,200억,경영활동,DJSI,확보,경영","Hyundai Mobis, partner, ESG, report, competitiveness, 1300, parts dealership, win -win training, distributor, all fairy tales, 200 cases, development costs, financial difficulties, 2,300, 20 billion, management activities, DJSI",Social,0.9292436838150024
