,특성추출(가중치순 상위 50개),label.1,score.1,종목명,emo
75,"소비자,페트병,폐기물,CJ,코로나19,1만,김정훈,재활용,사계절,감염증,평상시,폐플라스틱,SK",Environmental,0.9625155329704284,CJ,0.0
77,"반려동물,오쇼핑,CJ,시간대,공기청정기,TV,양제현,오쇼핑부문,정관장,140CM,가정집,60CM,상품군,퓨리케어,한국애견협회,TV홈쇼핑,마블,강아지매트,필수품,라이트그레이,실내견,움직",Social,0.968309223651886,CJ,0.9986032843589784
78,"포장재,취약계층,어워즈,공부방,CJ,면세점,상품권,소상공인,지원금,아이들,아시아,SPC,아시아퍼시픽,인천,계열사,SPC팩,영화관,녹색전문기업,CGV,3개",Social,0.9917359948158264,CJ,0.9998891353607178
79,"올리브영,파데,큐레이션,상품군,쿠레이션,CJ올리브영,포털사이트,극대화,온라인,SNS,오랫동안,결광,고객들,유튜브,CJ,캠페인,피부,파운데이션,상품,메이크업,고객,구매,전략,특성,추천",Social,0.9197160601615906,CJ,0.8901584148406982
80,"쿠킹클래스,서브큐,소비자,랜선,CJ,온라인,영양학,반려동물,CJ제일제당,제일제당,관계자,인스타그램,로얄캐닌,실시간,댕댕이,코로나19,오프라인,셰프,더키친",Social,0.7526127099990845,CJ,0.9999862909317015
81,"스타트업,대기업,CJ,서울창조경제혁신센터,오벤터스,서울,삼성넥스트,센터장,빅데이터,한정수,AI,존슨앤드존슨,오비맥주,프레시웨이,제일제당,오비",Social,0.9794173836708068,CJ,1.9939376115798952
82,"보고서,대한통운,홈페이지,지속가능경영보고서,CJ대한통운,CJ,이해관계자,이해관계자들,사업경쟁력,협력사,경쟁력,패밀,중국,리사,관계자,주요성과,지역사회,미국,경영철학,그간,국내성과,성과,경영,사회,지속,발간,사례,사업,회사,해외,활동,경제,소통,성장,동반,소개,지역,노력",Social,0.5900967121124268,CJ,0.9998644590377808
83,"보고서,지속가능경영,대한통운,지속가능경영보고서,홈페이지,CJ대한통운,글로벌패밀리사,고객만족,지배구조,베트남,안전보건,중국,협력사,CJ,경쟁력,패밀리사,지속가능발전목표,미국,지역사회,환경적,사업경쟁력,핵심사업,경영철학,SDGS,UN,성과,발간,경영,지속,사업,환경,사례,사회,핵심,추진,해외,주제,소개,가능,가족,합병,인수",Social,0.9559738039970398,CJ,0.9856040477752686
84,"대한통운,CJ,보고서,CJ대한통운,지속가능경영보고서,지속가능경영,홈페이지,관계자,공유가치창출,고객만족,베트남,이해관계자,글로벌패밀리사,물류산업,중국,지배구조,안전보건,미국,지역사회,이해관계자들,경쟁력,지속가능발전목표,협력사,사업경쟁력,패밀리사,국내성,경영환경,경영철학,SUSTAINABILITY,REPORT,SDGS,UN,CSV,LOGISTICS,CJ그룹,성과,경영",Social,0.8536381125450134,CJ,0.9997783303260804
85,"보고서,대한통운,지속가능경영보고서,지속가능경영,CJ대한통운,홈페이지,CJ,관계자,고객만족,경쟁력,이해관계자,안전보건,지배구조,베트남,사업경쟁력,중국,이해관계자들,지속가능발전목표,협력사,미국,패밀리사,지역사회,환경적,SDGS,UN,성과,환경,발간,지속,사회,경영,사례,경제,추진,해외,주제,노력,가능",Social,0.6491527557373047,CJ,0.999970555305481
86,"보고서,지속가능경영,대한통운,지속가능경영보고서,홈페이지,CJ대한통운,글로벌패밀리사,고객만족,지배구조,베트남,안전보건,중국,경쟁력,협력사,CJ,사업경쟁력,패밀리사,지속가능발전목표,미국,지역사회,환경적,경영철학,SDGS,UN,성과,경영,발간,지속,환경,사례,사업,사회,추진,해외,주제,가능,가족,합병,인수,구조,지배,고객",Social,0.9341655969619752,CJ,1.6187279224395752
88,"간편식,가정간편식,온라인,밀키트,코로나19,신선,신선도,CJ,반조리,주부들,잇츠온,제일제당,한국야쿠르트,쿡킷,구조기,차세대",Social,0.6485306024551392,CJ,0.0
91,"CJ,김홍기,수익성,선순화,사외이사,코로나바이러스,서울대,필동,유철규,사내이사,박근희,계열사,최은석,감사위원,송현승",Governance,0.9699591994285583,CJ,0.5664879679679871
92,"CJ,만큼,수익성,김홍기,부회장,코로나19,최은석,사내이사,재무제표,한국,인사말,부사장,박근희,계열사,혁신성장,필동,송현승,유철규",Governance,0.9765466451644896,CJ,0.0
94,"코로나19,제일제당,CJ제일제당,중국,강신호,CJ,최은석,외국인,경쟁력,주총소집공고,서울,경영진,인사말",Social,0.6438313126564026,CJ,0.9997889399528505
96,"CJ,오벤터스,스타트업,서울창조경제혁신센터,계열사,전문가,CJ그룹,1000만,2기,신용보증기금,서울,투자유치,관계자,사업화,ROUND,KDB산업은행,산업은행,빅데이터,차별화,홈페이지,멘토단,이벤터스,데모데이,38억,4개,프레시웨이,제일제당,2개월,역량강화",Social,0.9935383200645448,CJ,1.1515971422195435
97,"오벤터스,CJ,스타트업,서울창조경제혁신센터,계열사,전문가,CJ그룹,1000만,2기,신용보증기금,서울,투자유치,관계자,사업화,ROUND,KDB산업은행,산업은행,빅데이터,차별화,멘토단,데모데이,이벤터스,38억,프레시웨이,제일제당,4개,2개월,역량강화,우수성",Social,0.9940650463104248,CJ,1.1515971422195435
98,"영유아,어린이집,킨더슐레,식재료,CJ프레시웨이,프레시웨이,직장어린이집,식습관,삼성동,윤성환,킨더슐레보육경영연구소,농수축,CJ,서울시,영업본부장,김은경,안전성,협약식,아이누리,본부장",Social,0.991415798664093,CJ,1.9381768703460696
99,"오벤터스,CJ,2기,스타트업,CJ그룹,서울창조경제혁신센터,계열사,1000만,전문가,신용보증기금,서울,투자유치,차별화,관계자,사업화,빅데이터,산업은행,멘토단,데모데이",Social,0.9739068150520324,CJ,1.9999995231628416
100,"오벤터스,CJ,스타트업,2기,CJ그룹,서울창조경제혁신센터,계열사,전문가,신용보증기금,아이알,서울,투자유치,차별화,관계자,사업화,빅데이터,산업은행,푸드테크,멘토단,데모데이,이벤터스,4개,38억,프레시웨이,제일제당,2개월,역량강화",Social,0.9921014904975892,CJ,0.9391496777534484
101,"차세대,코로나19,IT서비스,계열사,업체들,고객사,기업들,관계자,화상회의,유럽,코로나,권성률,CJ",Social,0.7222511768341064,CJ,0.0
102,"대리점,CJ제일제당,제일제당,경영자,학자금,김상현,150억,CJ,대리점주,영업활동,기업은행,투명성,원씩,팀장,자금난,대리점전략팀장,200만,6700만",Social,0.9143273830413818,CJ,0.8925064206123352
103,"대리점,동반성장,제일제당,CJ제일제당,임직원,학자금,경영자,김상현,CJ,영업활동,기본원칙,기업은행,자금난",Social,0.7874242663383484,CJ,0.994413673877716
104,"대리점,제일제당,CJ제일제당,경영자,학자금,김상현,CJ,기업은행,영업활동,자금난,투명성,원씩,팀장,대리점전략팀장,150억,200만,6700만,IBK,IBK기업은행,지원,자녀",Social,0.6980633735656738,CJ,0.7611384391784668
105,"대리점,동반성장,CJ제일제당,제일제당,임직원,학자금,경영자,CJ,김상현,150억,영업활동,기본원칙",Governance,0.9122835993766784,CJ,0.5484007000923157
106,"대리점,동반성장,CJ제일제당,제일제당,임직원,학자금,경영자,김상현,CJ,영업활동,기본원칙,기업은행,자금난,원씩",Social,0.7381569743156433,CJ,1.1091676950454712
107,"햇반,질환자,단백질,제일제당,선천성,CJ제일제당,PKU,신생아,신수진,페닐알라닌,200여,즉석밥,함유량,환아,CJ,환우분들,독자적,7개월,신경학적",Social,0.755060613155365,CJ,0.9901402592658995
110,"협력사,프레시웨이,CJ프레시웨이,CJ,음식점,이화학,서울시,만족도,기념식,미생물,행사서,관계자,저감화,임직원",Social,0.9499757885932922,CJ,1.9999971389770508
111,"재택근무,관계자,임직원,코로나19,CJ,오쇼핑,오쇼핑부문,최소화,선제적,팀별,의무화,NS홈쇼핑,온라인,가용인원,사무실,업무자,가능성,NS,・SNS・,메신저・SNS・유선",Social,0.4924639463424682,CJ,0.9998658895492554
114,"CJ올리브영,올리브영,홀트아동복지회,명동,합정동,팀장,관계자,코로,감염증,전달식,플래그십,서울,신백규,CJ,아동들,미혼한부모",Social,0.9920278191566468,CJ,0.0
115,"제일제당,처리장,CJ제일제당,경쟁력,아산,종합미곡처리장,CSV,중소기업,햇반,지속가능,전담부서,건강식품,핵심역량,보국,충남,종합미곡,동반성장,즐거,사업보국,CJ",Social,0.9920008182525636,CJ,0.9997798800468444
119,"간편식,CJ제일제당,원재료,국물요리,제일제당,관계자,CJ,연평균,햇반,햇반컵반,침투율,3450억,소비자,가구수,레토르트,원물,TOM,조직감,9종,연구개발,22종,컵반,24종,원물제어",Social,0.9651780128479004,CJ,1.9999992847442625
120,"차인혁,올리브영,CJ올리브네트웍스,올리브네트웍스,CJ,지속가능경영,정체성,정보기술,탈바꿈,CJ올리브영,CSR,경영,전략,비전,대표,쇄신,전문,기업,슬로건,변화,박차,확정,예정,공헌,분할,서비스,업계,이달,수립,신임",Social,0.7503326535224915,CJ,1.3956973552703857
123,"유니슨,예식장,아펠가모,유모멘트,더채플,웨딩홀,사업부,CJ,에버그린,대기업,유니슨캐피탈,위원회,예식홀,책임자,직원들",Social,0.9863539338111876,CJ,1.9999995231628416
124,"강신호,제일제당,경쟁력,수치상,정기인사,효율성,일성,여건하,재도약,CJ",Social,0.6907318830490112,CJ,1.9989384412765503
125,"강신호,제일제당,넘버원,CJ제일제당,CJ,연구개발,식품업,혁신,대표,글로벌,사업,성장,수익,강조,효율,경영,구조,제품,투자",Social,0.9159765243530272,CJ,1.9224827289581297
126,"선물세트,흑삼,소비자,구증구포,고급유,가심비,3만,제일제당,CJ제일제당,건강식품,CJ,4종",Social,0.6340585350990295,CJ,0.9999122619628906
128,"에버비키니,콜레로뺄래레드,빠질라카노,올리브영,대한민국,가르시니아,헬시,베스트셀러,박싱데이,바른생활,고객들,계획표,어워즈,CJ,홈페이지,관계자,건강,다이어트,대상",Social,0.9902740120887756,CJ,0.991693913936615
129,"부사장,세대교체,한화,GS,태양광,계열사,4세,허세홍,CJ,경영인,3세,한화솔루션,무함마드,매출액,경영진,지분율,허태수,허윤홍,전면배치",Governance,0.9779807925224304,CJ,0.9981831908226012
130,"임직원,수익성,CJ,CJ그룹,저성장,반도체,손경식,성장세,미국,증가세,신년사",Social,0.9317218661308287,CJ,0.8715674877166748
131,"신년사,신세계그룹,수익성,CJ,불경기,부회장,손경식,롯데그룹,정용진,트랜스포메이션,정지선,현대백화점그룹",Social,0.5886853337287903,CJ,0.934209167957306
132,"임직원,신년사,수익성,CJ,저성장,CJ그룹,반도체,손경식,확대로,성장세",Social,0.8727855086326599,CJ,0.990969717502594
134,"공부방,나눔재단,CJ,계열사,일자리,1532억,전문가,온라인,코로나19,시간DATE,CJ나눔재단,아이들,관계자,공동체,이재현,그중,고용취약,이사장",Social,0.9929312467575072,CJ,1.544748306274414
136,"대한통운,CJ대한통운,화물차,수소화물차,ESG,민간부문,ESCAP,업사이클링,우수사례,관계자,충전소,충북,아시아,전기화물차,태평양,UN,웨비,CJ",Social,0.8950968980789185,CJ,0.9904539585113524
137,"식품사업부문,식품전략기획실,최은석,CJ,제일제당,식품전략기획담당,기획실,관계자,CJ제일제당,배혜원,코로나바이러스",Governance,0.8911181092262268,CJ,0.998780071735382
138,"코로나19,관계자,사업계획,편의점,코로나,CJ,사업계획서,유통업,롯데,유통업체,업체들,계획서,상반기,위생용품,3단계,선제적,원재료,물리적,재확산,식품류",Social,0.8902157545089722,CJ,0.0
139,"CJ,계열사,꿈키,나눔재단,대한민국,CJ나눔재단,한국프레스센터,여가부장관상,생산전문가,가족부,전문가,대한민국사회공헌재단,3개,전문취업교육,푸드서비스,청년들,일자리,도너스,여가부,사회공헌대상,프레시웨이,CJ프레시웨이,공헌,사회,사업,교육,기여,프로그램,문화,정부,대상,확산,생산,서비스",Social,0.9926869869232178,CJ,0.6463059186935425
140,"상무대우,CJ,부사장대우,본부장,부사장,대우,김찬호,국장급,환경부,한국핵융합에너지연구원,김남균,신현미,수석부행장,박미자,안세희,김선강,기획부장,윤도선,안보홍,신보미,부이사관,문성요,정성필,백원국,공무원,정책관,최은석,박천규,서정주,푸드빌",Social,0.7236238121986389,CJ,0.9999537467956544
141,"상무대우,CJ,연구부장,부사장대우,본부장,부사장,대우,김찬호,공무원,국장급,환경부,한국핵융합에너지연구원,김남균,정병국,최용섭,박갑래,박종헌,수석부행장,곽종구,김선강,윤도선,조광운,김성봉,안세희,박미자,이영인,정성필,정현경,홍석호,신보미",Governance,0.6360535025596619,CJ,0.999970555305481
142,"CJ,부사장,제일제당,대표이사,계열사,김선강,ENM,2배,경영지원총괄,법무실장,라이브시티,김찬호,우선주,신형관,푸드빌,주씩,대내외,이선호,대한통운,지주회사,45세,8곳,강호성,이재현,피드,최은석,브랜드전략,5곳,코로나,대표이사직,상무대우",Governance,0.979144811630249,CJ,0.9998639822006226
143,"상무대우,본부장,팀장,CJ,대우,부사장대우,소비자,박길성,국장급,안세희,박진호,부사장,박천규,서성호,이영표,류호성,임채현,이창용,전문임원,김민재,안구철,정혜경,김치홍,이수희,박성재,김준현,김숙진,이종훈,도형준,임성철,김영수,황득수,김대현,과장급,이정국,박현,김병규,김선강,정명찬",Governance,0.4134635031223297,CJ,0.9999648332595824
144,"팀장,상무대우,본부장,부사장,CJ,현장소장,대우,김선강,박돈주,김남균,이효영,김지영,정규식,김지우,유홍,이진우,박길성",Governance,0.828268826007843,CJ,0.9999654293060304
145,"CJ,CJ제일제당,제일제당,팀장,2배,계열사,상무대우,대표이사,경영진,45세,이재현",Governance,0.9146766066551208,CJ,0.9999891519546508
146,"CJ,부사장,대표이사,대우,이선호,김찬호,CJ그룹,이경후,정성필,윤도선,미주,이재현,제일제당,중국,총괄부사장,강신호,계열사",Governance,0.9703402519226074,CJ,0.9999433755874634
147,"CJ,계열사,강호성,제일제당,대한통운,강신호,정성필,윤도선,이재현,최은석,대표이사,허민회,대내외,노동자,김찬호,가속화,CEO,세대교체,이경후,김선강,성과주의,관계자,이선호,CJ그룹",Social,0.9830408692359924,CJ,0.999630570411682
148,"CJ,CJ그룹,부사장,총괄부사장,제일제당,대한통운,CJ제일제당,대표이사,계열사,이선호,이재현,CJ푸드빌",Governance,0.9829348921775818,CJ,0.9995713829994202
149,"CJ,부사장,미국,총괄부사장,강호성,계열사,제일제당,CJ제일제당,최은석,강신호,CJ그룹,팀장,이재현,미국지역본부,김찬호,대한통운,오쇼핑",Governance,0.9224182367324828,CJ,0.9911351203918456
150,"CJ,대표이사,김찬호,최은석,부사장,강신호,대한통운,정성필,CEO,총괄부사장,윤도선,제일제당,세대교체,대내외,경영지원총괄,임경묵,허민호,대우,김선강,계열사,부사장대우,경영전략총괄",Governance,0.9774160981178284,CJ,0.999968647956848
151,"CJ,부사장,CJ그룹,세대교체,김찬호,계열사,이재현,대표이사,코로나19,경영전략총괄,푸드빌,부사장대우,총괄부사장,CJ제일제당,강신호,대우,정성필",Governance,0.9613273739814758,CJ,0.9984826445579528
152,"CJ,부사장,계열사,대내외,코로나19,경영지원총괄,강신호,대한통운,이경후,강호성,최은석,제일제당,이선호,CJ제일제당",Governance,0.9298059344291688,CJ,0.9591471552848816
153,"CJ,대표이사,부사장,김찬호,세대교체,정성필,CJ제일제당,최은석,총괄부사장,제일제당,강신호,윤도선,대내외,경영지원총괄,임경묵,계열사,허민호,대우,김선강,부사장대우,경영전략총괄,CJ대한통운,대한통운",Governance,0.9709905982017516,CJ,0.9999837875366212
154,"상무대우,본부장,연구부장,팀장,CJ,부사장,대우,조길홍,경영전략그룹,장용명,박갑래,조광운,최백규,김남균,이효영,김지영,정규식,정병국,박종길,백원국,김경배,정현경,오송천,임동훈,정봉현,오창영,성시현,김지우,박종헌,이진우,손영대,민욱,곽종구,권재민,김혜옥",Governance,0.9544248580932616,CJ,0.9999147653579712
155,"CJ,계열사,부사장,제일제당,최은석,강신호,세대교체,김찬호,이재현,윤도선,대내외,정성필,총괄부사장,CJ제일제당,대표이사,허민회,밀레니얼",Governance,0.9501749277114868,CJ,0.9959037899971008
156,"상무대우,CJ,부사장,김찬호,대우,이경후,김선강,CJ제일제당,대표이사,제일제당,박현,정성필,권윤희",Governance,0.8115549683570862,CJ,0.9999345541000366
157,"CJ,대표이사,부사장,제일제당,계열사,김찬호,최은석,정성필,2배,CJ제일제당,대우,푸드빌,1명,중국,신형관,임경묵,강호성",Governance,0.8390640020370483,CJ,0.990571141242981
158,"CJ,대표이사,부사장,계열사,최은석,CJ제일제당,김찬호,제일제당,윤도선,정성필,이재현,대우,부사장대우,총괄부사장,강신호,세대교체,허민회,대내외,컬럼비아대학교,미국,경영지원총괄,임경묵",Governance,0.9684763550758362,CJ,0.9997172951698304
159,"CJ,최은석,제일제당,슈완스,CJ그룹,관계자,CJ제일제당,경영전략총괄,대내외,계열사,네이버,재무통,미국,대한통운,CEO,진두지휘,이재현,인수합병,사업제휴,코로나19,회계사,경영지원실장,CJ대한통운",Governance,0.953468143939972,CJ,0.9999241828918456
160,"UN,네트워크,BP,SK,ESG,SDGS,주요국,KB,CJ,한섬,넷플릭스,포드,보잉,롯데케미칼,지속가능",Social,0.8696976900100708,CJ,0.998859167098999
161,"임직원,봉사활동,대한통운,CJ대한통운,봉사활동시간,2만,코로나19,CJ,관계자,참여율,외국어,홈페이지,시간DATE,소외아동,지역사회,태양광,물류회사,코로나바이러스,감염증,환경속,4번,사회공헌문화,임직원들,임직원누,CJ그룹,동화책,봉사",Social,0.988698661327362,CJ,0.9009479880332948
162,"임직원,2만,임직원들,봉사활동,코로나19,대한통운,외국어,봉사활동시간,유튜브,CJ대한통운,CJ,관계자,비대면,시간DATE,뉴노멀,태양광,중국,미국,동화책,모범사례",Social,0.9848569631576538,CJ,0.5284613370895386
163,"임직원,대한통운,CJ대한통운,봉사활동,CJ,유튜브,코로나19,외국어,관계자,2만,코로나바이러스,시간DATE,사회공헌,물류산업,중국,동화책,감염증,사회공헌문화,참여율,미국,태양광,사회공헌활동",Social,0.9888155460357666,CJ,1.9817495346069336
164,"제일제당,CJ제일제당,CSV,사업보국,경쟁력,처리장,전담부서,보국,지속가능,동반성장,즐거,CJ,충남,아산시,종합미곡처리장",Social,0.7979524731636047,CJ,1.9784742593765257
165,"만큼,더마켓,제일제당,CJ,CJ제일제당,더프라임,관계자,스토리텔링,CJ더마켓,체험단,온라인몰,소비확대",Social,0.942192792892456,CJ,1.999995231628418
167,"네이버,창작자,아마존,CJ,구글,일본,온라인,엑스퍼트,스마트스토어,딜리버리히어로,한성숙,광고주,간담회,블로거,운영사",Social,0.9578500986099244,CJ,0.998577117919922
168,"제일제당,CJ제일제당,디자인경영,소비자,포장재,어워즈,대한민국,대통령상,디자,관계자,포장기술,세계화,K푸드,사용량,CJ,다우,간편식,법무담당자",Social,0.9755880236625672,CJ,2.0
169,"계열사,추도식,삼성,사장단,부회장,CJ,삼성전자,호암,경영진,사업보국,보국,이재용,서울,이건희,이병철,창업주,이재현,손경식,창업이념",Governance,0.5302189588546753,CJ,0.9998633861541748
170,"부회장,삼성,추도식,사장단,호암,이병철,삼성전자,이건희,사업보국,신세계,사회공헌활동,CJ,보국",Social,0.6371735334396362,CJ,1.7711715698242188
171,"계열사,추도식,삼성,CJ,부회장,사장단,삼성전자,호암,이병철,경영진,사업보국,이건희,서울,보국,창업이념,이재용,이재현",Social,0.8446312546730042,CJ,0.9998475313186646
172,"부회장,추도식,호암,계열사,이병철,신세계,이건희,삼성,경영진,사업보국,창업주,창업이념,삼성전자,손경식,이재현,CJ,이재용,삼성복지재단,코로나바이러스",Social,0.9160916209220886,CJ,0.9999285936355592
173,"친환경,포장재,환경부,CJ,오쇼핑,에코,재활용,소비자,유통업계,협력사,유통업,소비촉진,총면적",Environmental,0.9858520030975342,CJ,1.9999992847442625
174,"포장재,오쇼핑,환경부,CJ,에코,재활용,협력사,소비자,소비촉진,총면적,오쇼핑부문,임재홍,유통업계,서울,공모전,유통업,테이프리스",Environmental,0.9531258344650269,CJ,1.9999995231628416
175,"유산균,스킨케어,오쇼핑,기능성,이너뷰티,상품군,CJ,종근당,뉴트리,건강식품",Environmental,0.7724394798278809,CJ,1.8159766197204592
